school,gender,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Salc,subject,G3_d
GP,F,15,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,High,Medium,Medium,Very Low,Low,High,0,8,0,0,Very Low,math,F
GP,F,17,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,1,1,0,no,yes,no,no,yes,yes,yes,yes,Medium,High,High,Very Low,Medium,Very High,12,10,13,12,Low,math,C
GP,F,16,U,GT3,A,secondary education,higher education,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,Medium,Low,Very Low,Very Low,High,Very High,16,12,11,11,Medium Low,math,D
GP,M,15,R,GT3,T,secondary education,higher education,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,Very High,Medium,Medium,Very Low,Very Low,Very High,0,9,0,0,Extremely Low,math,F
GP,F,15,U,GT3,T,higher education,higher education,services,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,Medium,Very Low,Very Low,Very High,0,11,0,0,Extremely Low,math,F
GP,M,17,R,GT3,T,secondary education,higher education,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,Very High,High,Very High,Low,High,Very High,0,10,0,0,Medium,math,F
GP,F,16,U,GT3,A,secondary education,secondary education,other,other,course,other,2,1,2,no,yes,no,yes,no,yes,yes,yes,High,Medium,Low,Very Low,Very Low,Very High,0,4,0,0,Extremely Low,math,F
GP,M,16,U,LE3,T,primary education (4th grade),primary education (4th grade),services,other,course,mother,1,2,1,no,no,no,no,yes,yes,no,yes,High,High,High,Very Low,Medium,Very High,0,14,12,12,Low,math,C
GP,F,15,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,High,Medium,Low,Very Low,Very Low,Very High,0,16,16,15,Extremely Low,math,B
GP,M,15,U,GT3,T,higher education,secondary education,teacher,services,course,father,2,4,0,yes,yes,no,no,yes,yes,yes,no,Low,Low,Low,Very Low,Very Low,Medium,0,7,9,0,Extremely Low,math,F
GP,M,16,U,LE3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,father,2,1,2,no,yes,no,yes,yes,yes,yes,no,Low,Medium,Medium,Low,Low,Low,8,9,9,9,Low,math,F
GP,F,15,U,GT3,T,higher education,higher education,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,High,Low,Low,Very Low,Very Low,Very High,2,9,11,11,Extremely Low,math,D
GP,F,16,U,LE3,T,primary education (4th grade),primary education (4th grade),at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,Medium,High,High,Medium,Medium,Very Low,2,14,14,13,Medium,math,C
GP,M,17,U,GT3,T,5th to 9th grade,primary education (4th grade),other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,Very High,High,Very High,Very Low,Low,Very High,0,5,0,0,Very Low,math,F
GP,F,15,U,GT3,T,primary education (4th grade),primary education (4th grade),other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,High,High,Low,Very Low,Low,Very High,0,8,11,11,Very Low,math,D
GP,F,15,U,GT3,T,secondary education,5th to 9th grade,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,no,Medium,Medium,Low,Very Low,Very Low,Medium,0,6,7,0,Extremely Low,math,F
GP,F,15,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,High,Medium,Low,Very Low,Very Low,Very High,2,10,11,11,Extremely Low,math,D
GP,M,16,U,GT3,T,higher education,higher education,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,Medium,Medium,Low,Low,Very Low,Very High,0,7,6,0,Very Low,math,F
GP,M,15,U,LE3,A,5th to 9th grade,primary education (4th grade),services,other,course,mother,4,1,3,no,no,no,no,yes,yes,yes,no,High,Very High,Very High,Low,Very High,Very High,0,8,9,10,Medium High,math,D
GP,M,18,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,1,1,3,no,no,no,no,yes,no,yes,yes,Low,Medium,Very High,Low,Very High,High,0,6,5,0,Medium High,math,F
GP,M,16,U,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,High,High,High,Medium,Very High,Very High,6,12,13,14,High,math,B
GP,F,15,R,GT3,T,secondary education,secondary education,services,services,reputation,other,2,3,2,no,yes,yes,yes,yes,yes,yes,yes,High,Low,Very Low,Low,Medium,Medium,8,10,10,10,Medium Low,math,D
GP,M,19,U,GT3,T,secondary education,5th to 9th grade,services,at_home,home,mother,1,1,3,no,yes,no,no,yes,no,yes,yes,High,Very High,High,Very Low,Very Low,High,0,5,0,0,Extremely Low,math,F
GP,F,17,U,GT3,T,higher education,higher education,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,High,Low,Very Low,Very Low,Very Low,High,0,11,11,12,Extremely Low,math,C
GP,M,15,R,GT3,T,5th to 9th grade,secondary education,at_home,services,course,mother,1,2,0,yes,no,yes,yes,yes,yes,no,no,High,High,High,Very Low,Very Low,Very Low,2,11,8,8,Extremely Low,math,F
GP,M,17,R,LE3,T,primary education (4th grade),5th to 9th grade,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,no,Low,Low,Low,Medium,Medium,Very High,8,16,12,13,Medium,math,C
GP,F,18,R,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,Very High,Low,Very High,Very Low,Very High,High,6,9,8,10,Medium,math,D
GP,M,16,R,GT3,T,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,High,Low,Low,Very Low,Low,Medium,2,17,15,15,Very Low,math,B
GP,M,16,U,GT3,T,secondary education,secondary education,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,yes,High,Very High,Very High,High,High,Very High,4,10,12,12,High,math,C
GP,M,17,R,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,2,1,2,no,no,no,yes,yes,no,yes,yes,Medium,Medium,Low,Low,Low,Very High,0,7,6,0,Low,math,F
GP,M,15,R,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,yes,High,High,High,Very Low,High,Medium,6,5,9,7,Medium Low,math,F
GP,M,16,U,LE3,T,primary education (4th grade),5th to 9th grade,other,other,course,mother,2,1,1,no,no,no,yes,yes,yes,no,no,High,High,High,Low,High,Very High,0,7,0,0,Medium,math,F
GP,M,17,U,GT3,T,primary education (4th grade),secondary education,at_home,services,course,father,1,1,0,no,no,no,no,yes,no,yes,no,Very High,Medium,Medium,Very Low,High,Low,2,10,10,10,Medium Low,math,D
GP,M,17,R,LE3,T,primary education (4th grade),primary education (4th grade),other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,Very High,Medium,Very High,Very Low,Very High,Very High,0,5,8,7,Medium,math,F
GP,M,16,U,GT3,T,secondary education,5th to 9th grade,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,High,Very High,Low,Very Low,Very Low,Low,16,12,11,12,Extremely Low,math,C
GP,M,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,High,Medium,Very High,Low,High,High,4,10,10,10,Medium,math,D
GP,F,16,U,GT3,T,higher education,5th to 9th grade,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,yes,High,Low,Medium,Very Low,Very Low,Medium,0,14,15,16,Extremely Low,math,A
GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,Very High,Very Low,Very High,Very Low,Very Low,High,0,6,7,0,Extremely Low,math,F
GP,F,16,U,GT3,T,higher education,higher education,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,High,High,Low,Very Low,Very Low,Medium,0,14,14,14,Extremely Low,math,B
GP,M,16,U,GT3,T,secondary education,higher education,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,Medium,High,Very High,Low,High,Low,0,6,5,0,Medium,math,F
GP,M,16,U,GT3,T,primary education (4th grade),none,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,High,Medium,Low,Very Low,Very Low,Medium,2,13,15,16,Extremely Low,math,A
GP,M,17,U,LE3,T,higher education,higher education,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,High,High,High,Very Low,Medium,Very High,0,13,11,10,Low,math,D
GP,F,16,U,GT3,T,primary education (4th grade),secondary education,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,yes,High,Medium,Very High,Very Low,Very Low,Medium,0,8,7,0,Extremely Low,math,F
GP,F,16,U,LE3,T,secondary education,secondary education,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,High,High,Very High,Very Low,Very Low,High,4,10,11,9,Extremely Low,math,F
GP,M,17,U,LE3,T,higher education,secondary education,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,High,High,High,High,High,High,4,10,9,9,High,math,F
GP,F,16,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,Medium,High,High,Very Low,High,Very High,2,13,13,11,Medium Low,math,D
GP,M,17,U,GT3,T,secondary education,secondary education,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,no,High,Medium,High,Very Low,High,High,4,6,5,6,Medium Low,math,F
GP,M,16,R,GT3,T,higher education,5th to 9th grade,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,Medium,Medium,High,Medium,10,10,8,9,Medium High,math,F
GP,M,17,U,GT3,T,higher education,secondary education,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,Very High,Low,Medium,Very Low,Very Low,Low,4,10,10,11,Extremely Low,math,D
GP,M,16,U,GT3,T,higher education,secondary education,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,Medium,High,Medium,Low,Medium,Medium,10,9,8,8,Medium Low,math,F
GP,M,16,U,GT3,T,secondary education,secondary education,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,High,Low,Medium,Very Low,Low,Medium,2,12,13,12,Very Low,math,C
GP,F,17,U,GT3,T,5th to 9th grade,higher education,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,Very High,High,Low,Low,Medium,Very High,0,16,17,17,Medium Low,math,A
GP,F,17,U,LE3,T,secondary education,secondary education,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Low,Medium,Very Low,56,9,9,8,Medium Low,math,F
GP,F,16,U,GT3,T,secondary education,5th to 9th grade,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,Very Low,Low,Low,Very Low,Low,Very Low,14,12,13,12,Very Low,math,C
GP,M,17,U,GT3,T,secondary education,secondary education,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,High,Medium,High,Low,Medium,High,12,12,12,11,Medium Low,math,D
GP,M,16,U,GT3,T,primary education (4th grade),5th to 9th grade,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,Medium,Medium,Medium,Very Low,Low,Medium,2,11,12,11,Very Low,math,D
GP,M,16,U,LE3,T,5th to 9th grade,primary education (4th grade),other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,High,Low,Medium,Very Low,Low,Very High,0,15,15,15,Very Low,math,B
GP,F,17,U,GT3,A,secondary education,secondary education,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,Medium,Medium,Medium,Very Low,Medium,Medium,6,8,7,9,Low,math,F
GP,M,17,R,GT3,T,primary education (4th grade),5th to 9th grade,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,Medium,Very Low,Medium,Very Low,Very High,Medium,4,8,9,10,Medium,math,D
GP,F,16,U,GT3,T,5th to 9th grade,secondary education,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,Low,10,11,12,13,Extremely Low,math,C
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,Very High,Medium,Medium,Very Low,Very Low,Medium,0,8,8,9,Extremely Low,math,F
GP,M,17,U,GT3,T,primary education (4th grade),5th to 9th grade,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,yes,no,High,High,High,High,Very High,Very High,12,7,8,8,Very High,math,F
GP,M,16,R,GT3,T,secondary education,secondary education,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,Low,Medium,High,Very High,8,8,9,10,Medium High,math,D
GP,M,16,U,GT3,T,5th to 9th grade,secondary education,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,Very High,Medium,Medium,Very Low,Very Low,Medium,0,13,14,14,Extremely Low,math,B
GP,F,17,U,LE3,T,5th to 9th grade,higher education,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,High,Medium,Low,Very Low,Very Low,Very High,0,14,15,15,Extremely Low,math,B
GP,M,17,U,GT3,T,higher education,higher education,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,Very High,Low,Medium,Very Low,Low,Very High,4,17,15,16,Very Low,math,A
GP,M,16,R,LE3,T,secondary education,secondary education,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,yes,no,Medium,Medium,High,Medium,Very High,Medium,8,9,9,10,High,math,D
GP,F,17,U,GT3,T,higher education,higher education,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,High,Low,High,Low,Medium,Low,24,18,18,18,Medium Low,math,A
GP,F,16,U,LE3,T,higher education,higher education,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,High,Very High,Low,Very Low,Low,Medium,0,9,9,10,Very Low,math,D
GP,F,16,U,GT3,T,higher education,secondary education,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,High,Medium,Very High,Very Low,Very High,Low,2,16,16,16,Medium,math,A
GP,F,16,U,GT3,T,5th to 9th grade,secondary education,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,High,High,Medium,Very Low,Medium,High,6,8,10,10,Low,math,D
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,High,High,High,Very Low,Medium,Very Low,4,9,9,10,Low,math,D
GP,F,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,Very High,Medium,Low,Very Low,Low,Medium,18,7,6,6,Very Low,math,F
GP,F,16,R,GT3,T,5th to 9th grade,5th to 9th grade,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,Very High,Medium,Very High,Very Low,Very Low,Very High,6,10,10,11,Extremely Low,math,D
GP,F,17,U,GT3,T,secondary education,higher education,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,yes,High,High,Medium,Medium,High,Very High,28,10,9,9,Medium High,math,F
GP,F,16,U,GT3,A,secondary education,primary education (4th grade),services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,yes,no,Low,Medium,Medium,Low,Low,High,5,7,7,7,Low,math,F
GP,F,16,U,GT3,T,higher education,secondary education,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,Very Low,Medium,Low,Very Low,Very Low,Very Low,10,11,12,13,Extremely Low,math,C
GP,F,16,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,yes,no,no,High,Medium,Low,Very Low,High,Very High,6,9,9,10,Medium Low,math,D
GP,F,17,R,GT3,T,higher education,secondary education,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,yes,High,High,Low,Very Low,Very Low,High,6,7,7,7,Extremely Low,math,F
GP,F,19,U,GT3,T,secondary education,secondary education,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Low,Medium,10,8,8,8,Very Low,math,F
GP,M,17,U,LE3,T,higher education,higher education,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,Very High,Medium,Very High,High,Very High,Medium,13,12,12,13,Very High,math,C
GP,F,16,U,GT3,A,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,Medium,Medium,High,Very Low,Very Low,High,0,12,13,14,Extremely Low,math,B
GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,yes,no,High,High,High,Low,High,Very High,15,6,7,8,Medium,math,F
GP,F,17,R,LE3,T,higher education,higher education,services,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,Very High,Low,Very Low,Very Low,Low,Medium,12,8,10,10,Very Low,math,D
GP,F,17,U,LE3,T,secondary education,5th to 9th grade,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,High,High,High,Very Low,Medium,Very Low,2,14,15,15,Low,math,B
GP,F,17,U,GT3,T,higher education,secondary education,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,yes,Medium,High,Very High,Low,High,Very Low,22,6,6,4,Medium,math,F
GP,M,18,U,LE3,T,secondary education,secondary education,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,yes,no,Medium,Low,High,Low,High,High,13,6,6,8,Medium,math,F
GP,F,17,U,GT3,T,5th to 9th grade,secondary education,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,yes,no,no,Medium,Medium,Medium,Very Low,High,Medium,3,7,7,8,Medium Low,math,F
GP,F,17,U,GT3,T,5th to 9th grade,5th to 9th grade,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,High,Medium,Medium,Very Low,Very Low,High,4,9,10,10,Extremely Low,math,D
GP,F,17,R,GT3,T,5th to 9th grade,primary education (4th grade),at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,High,Low,Very High,Very Low,Low,Very High,2,6,6,6,Very Low,math,F
GP,F,17,U,GT3,T,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,High,Medium,High,Very Low,Very Low,Very High,0,6,5,0,Extremely Low,math,F
GP,F,16,U,GT3,T,5th to 9th grade,secondary education,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,Low,Medium,Very Low,Very Low,Very Low,Medium,2,16,16,17,Extremely Low,math,A
GP,M,18,U,GT3,T,5th to 9th grade,5th to 9th grade,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,Medium,Medium,Medium,Very High,Very High,High,0,12,13,13,Extremely High,math,C
GP,F,16,U,GT3,T,higher education,higher education,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,Very High,Medium,Low,Very Low,Very Low,Very High,0,13,13,14,Extremely Low,math,B
GP,F,18,R,GT3,T,secondary education,primary education (4th grade),other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Very Low,Very Low,High,16,9,8,7,Extremely Low,math,F
GP,F,17,U,GT3,T,secondary education,5th to 9th grade,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,Very High,Medium,High,Very Low,Medium,Medium,10,16,15,15,Low,math,B
GP,M,17,U,LE3,T,5th to 9th grade,secondary education,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,yes,no,Very High,Medium,Medium,Very Low,Medium,Medium,2,12,11,12,Low,math,C
GP,M,18,U,LE3,T,5th to 9th grade,primary education (4th grade),at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,High,Medium,Low,High,Very High,Medium,14,10,8,9,Very High,math,F
GP,F,17,U,GT3,A,5th to 9th grade,primary education (4th grade),other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,Medium,Low,Medium,Very Low,Low,Medium,10,12,10,12,Very Low,math,C
GP,F,17,U,LE3,T,higher education,secondary education,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,Medium,Low,Medium,Very Low,Low,Medium,14,13,13,14,Very Low,math,B
GP,M,17,R,GT3,T,5th to 9th grade,5th to 9th grade,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,High,Very High,Low,Very Low,Very Low,Very Low,4,11,11,11,Extremely Low,math,D
GP,M,17,U,GT3,T,higher education,higher education,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,High,Very High,Very High,Very Low,Medium,Low,14,11,9,9,Low,math,F
GP,M,16,U,GT3,T,higher education,higher education,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,no,High,Low,High,Low,High,Very Low,2,14,13,13,Medium,math,C
GP,M,16,U,LE3,T,primary education (4th grade),primary education (4th grade),other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,Medium,High,Low,Very Low,Very Low,Very High,18,9,7,6,Extremely Low,math,F
GP,M,16,U,GT3,T,secondary education,5th to 9th grade,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,Very High,Medium,Medium,Very Low,Medium,Low,10,11,9,10,Low,math,D
GP,M,17,U,LE3,T,5th to 9th grade,5th to 9th grade,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,yes,High,High,Low,Very High,Very High,High,4,14,13,13,Extremely High,math,C
